Column1,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
5314,10706.0121,17662.57006,18291.00683,18324.62479,7618.612692,6931.17212,604.6906809,32.51404964,6.38584044,23.7460901,1.103911288,1137,29,30,30,0,0,0,2,0
84,157.7896185,168.2875724,284.9121978,324.6552957,166.8656772,7.260183702,103.5077351,31.91235557,3.237770226,13.11689025,7.83074233,2,16,0,0,2,0,0,0,1
5305,10695.69053,17652.44769,18267.26074,18323.52088,7627.830347,6896.474804,614.8130496,18.34946275,19.28235402,0,37.91067699,1135,30,30,29,1,0,0,2,0
5318,10715.43926,17720.45127,18273.99942,18304.87825,7589.438995,6943.66005,546.6509773,9.866915347,1.351962918,6.897170974,21.01191821,1136,30,27,29,0,0,1,1,0
87,158.5076442,176.4758238,285.7882367,335.6320822,177.124438,9.779928243,109.3124129,38.88189498,8.188251374,0,10.96195048,3,15,0,0,4,0,0,0,1
5291,10674.94633,17592.54252,18299.45148,18300.65539,7625.70906,6845.542379,684.3241633,0,17.05380548,22.5847982,1.203914391,1129,30,29,29,0,0,1,0,0
89,161.0978996,212.8615028,310.4839093,390.0085275,228.9106279,8.183261773,87.81708197,75.27713737,43.58034145,9.80532457,4.247480758,3,16,0,0,7,0,0,0,1
90,162.6174361,179.8439519,285.7882367,340.1760353,177.5585992,13.85838773,105.9442848,49.84384545,3.368128117,0,4.543953079,4,17,0,0,5,0,0,0,1
5301,10692.0918,17634.32365,18267.26074,18285.6102,7593.518399,6889.515729,612.5011427,0,0.716121357,20.43594359,18.34946275,1133,30,30,29,1,0,0,2,0
5316,10708.77807,17660.43599,18267.10225,18283.86634,7575.088263,6949.72618,594.2410026,0,1.931739066,12.42525483,16.76408632,1138,30,30,30,1,0,0,1,0
5295,10680.49724,17580.1418,18276.86668,18280.59985,7600.10261,6841.396001,672.389027,0,5.248558637,24.33585542,3.733167737,1127,30,29,29,0,1,1,0,0
94,169.9236138,185.4059344,290.0753223,356.4875034,186.5638895,9.920338097,100.3823023,50.10071292,5.56198247,4.28708561,16.31146811,1,18,0,0,4,0,0,0,1
95,170.1100649,203.4656215,295.7555795,360.6611473,190.5510824,15.29586947,86.60970085,60.73192392,18.0596871,5.680257114,4.173643935,2,18,0,0,5,0,0,0,1
96,170.4188505,203.4741611,300.6785848,385.7610467,215.3421962,33.04677103,92.28141835,59.98256255,0.008539615,4.923005306,25.09989939,3,15,0,0,6,0,0,0,1
97,170.7661345,214.6994125,316.6341816,393.2761911,222.5100565,32.70802658,95.7844968,73.37434585,11.22525142,6.150272278,3.267663609,4,16,0,0,8,0,0,0,1
98,173.9106752,214.7985418,326.268716,393.982278,220.0716028,38.95082758,101.8356398,67.00747511,1.937039008,8.63453435,0.706086947,5,14,0,0,6,0,0,0,1
5287,10670.5563,17523.03718,18252.53082,18276.4966,7605.9403,6845.425667,713.8420597,15.0936639,7.055208277,15.65158772,8.872113486,1125,30,30,29,1,0,0,0,0
5285,10665.23033,17520.19912,18236.87924,18267.62449,7602.394163,6850.59902,711.1542196,20.75163018,4.369778403,5.525893452,9.993621434,1128,30,29,29,0,0,0,0,0
5303,10693.85931,17637.18422,18254.677,18262.93232,7569.073013,6896.168742,591.366498,0,3.156171397,26.126278,8.25532288,1134,30,30,29,2,0,0,1,0
5269,10618.55886,17450.18865,18231.35334,18257.63087,7639.072005,6788.973961,768.5751465,0,5.655827147,12.58954697,26.27752364,1121,30,29,30,0,0,0,0,0
103,188.1679395,217.2463554,331.5367256,407.9732409,219.8053014,26.531473,109.0223606,62.44555245,2.546942853,5.268009605,13.99096287,3,14,0,0,7,0,0,0,1
5296,10680.7808,17592.16534,18246.8248,18252.42242,7571.641614,6842.256374,613.2167149,0,17.12815932,41.4427451,5.597620418,1128,30,29,29,1,0,0,2,0
5298,10682.87279,17590.02805,18228.55072,18240.03967,7557.166881,6894.215279,588.4620574,0,12.93997612,50.06061202,11.48895678,1130,30,30,29,0,0,0,1,0
5266,10615.18107,17445.26461,18218.7638,18222.22518,7607.044112,6790.538022,713.6223119,0,0.54552091,59.87687498,3.461382265,1119,30,29,30,0,0,0,0,0
5297,10681.7647,17577.7033,18205.38205,18207.01437,7525.249678,6842.417612,604.7481671,0,2.520990895,22.93058517,1.632322467,1129,30,29,29,0,0,0,2,0
